"airport_name","icao_code"
"Aubigny Sur Nere","LFEH"
"Aubrey Mountain Airstrip","13OR"
"Aubrey's Airpark","2GA7"
"Auburn Academy","WA84"
"Auburn Lewiston Mun","KLEW"
"Auburn Mun","KAUN"
"Auburn Municipal","S50"
"Auburn University Regl","KAUO"
"Auch Gers","LFDH"
"Auckland International Airport","NZAA"
"Aucó","SCIL"
"Audubon Co","KADU"
"Auerbach","EDOA"
"Augsburg Airport","EDMA"
"August Field","NK17"
"Augusta","3U5"
"Augusta Municipal","3AU"
"Augusta State Airport","KAUG"
"Auguste George Airport","TUPA"
"Augusto C. Sandino International Airport","MNMG"
"Augusto Roberto Fuster Intl","SGPJ"
"Augusto Severo Intl","SBNT"
"Augustus Downs","YAGD"
"Aupaluk Airport","CYLA"
"Aurangabad Airport","VAAU"
"Aurillac Airport","LFLW"
"Aurora Mun","KARR"
"Aurora Mun Potter","KAUH"
"Aurora Municipal","2H2"
"Aurora State","KUAO"
"Aurukun","YAUR"
"Ausk Strip","8ND5"
"Ausmus","57XA"
"Austin","KTMT"
"Austin Executive","KEDC"
"Austin Field","TN66"
"Austin Mun","KAUM"
"Austin Straubel Airport","KGRB"
"Austin–Bergstrom International Airport","KAUS"
"Austral Downs","YAUS"
"Autumn Orchard","OA40"
"Auvergne","YAUV"
"Av Ranch","AN01"
"Ava Martin Meml","KAOV"
"Avalon Airport","YMAV"
"Avaratra","FMNC"
"Avaratra","FMNF"
"Avare Arandu","SDRR"
"Avenger","KSWW"
"Avery County/Morrison Field","7A8"
"Avery Field","ME22"
"Avery Point","NH30"
"Avey Field","69S"
"Avi Suquilla","KP20"
"Aviacres","3VA2"
"Avian Country Estates","OK15"
"Aviation Acres","23CD"
"Aviation Acres","OL35"
"Avignon Provence Airport","LFMV"
"Avinger Field","SC87"
"Avoca","39G"
"Avon Park Executive","KAVO"
"Avram Iancu International Airport","LRCL"
"Avro","LIKH"
"Avu Avu","AGGJ"
"AWABA","AYAW"
"Awang Airport","RPMC"
"Awantipur","VIAW"
"Awassa Airport","HALA"
"Axum Airport","HAAX"
"Ayacucho Airport","SPHO"
"Ayamaru","WASU"
"Ayawasi","WASA"
"Ayers","VA93"
"Ayers Field","8XS2"
"Ayr","YAYR"
"Ayres-Aicp","3VA0"
"Ayresouth","0GA3"
"Azadi","OIIA"
"Aztec Municipal","N19"
"Azul","SAZA"
"B & B Boys Ranch","3AK6"
"B & C","IL99"
"B & D Flyers International","MN74"
"B & E Ranch","2CA8"
"B & G Farms","4WA0"
"B & H Usfs","O62"
"B & L Farms","11FA"
"B & L Strip","GA29"
"B And S Farms Airfield","MO13"
"B Bar Ranch","84OR"
"B Flat Farm","3NK8"
"B Flying Ranch","0TA8"
"B S Ranch","7MO3"
"B T & K H Ranch","44LA"
"B Tree Farms","97GA"
"B&B Farm","MA89"
"B-8 Farms","IA58"
"B-B Airfield","17MU"
"Ba","NFFA"
"Babanakira","AGGI"
"Babice","EPBC"
"Babimost Airport","EPZG"
"Babo Airport","WASO"
"Babolsar","OINB"
"Bacabal","SNBI"
"Bacacheri","SBBI"
"Bacau ""George Enescu"" International Airport","LRBC"
"Bacchi Valley Industries","80CA"
"Bacchus Marsh Airfield","YBSS"
"Bachaquero","SVBQ"
"Back Achers","8FL3"
"Back Acres","ME46"
"Back Porch Ranch","TE25"
"Backachers Ranch","5OR0"
"Backstrom","36MN"
"Backus Municipal","7Y3"
"Bacolod–Silay International Airport","RPVB"
"Bacon County","KAMG"
"Bacon Natl","RPLZ"
"Bacubirito","MM12"
"Bad Durkheim","EDRF"
"Bad Hersfeld","EDEN"
"Bad Neuenahr Ahrweiler","EDRA"
"Bad Ragaz","LSZE"
"Badajoz Airport","LEBZ"
"Badala","GUFH"
"Badami Airport","PABP"
"Bade","WAKE"
"Badu Island Airport","YBAU"
"Bafia","FKAF"
"Bafoussam Airport","FKKU"
"Bagabag Community","RPUZ"
"Bagby Thirsk Airport","EGNG"
"Bagdad","E51"
"Bagdogra Airport","VEBD"
"Baggett STOLport","FD57"
"Baghdad International Airport","ORBI"
"Bagicz","EPKG"
"Bagley Municipal","7Y4"
"Baglung","VNBL"
"Bagotville Airport","CYBG"
"Bagram","OAIX"
"Baguio Loakan Airport","RPUB"
"Bagwell","NC99"
"Bahar Dar Airport","HABD"
"Bahawalnagar","OPBR"
"Bahawalpur Airport","OPBW"
"Bahía Negra","SGBN"
"Bahia Solano Airport","SKBS"
"Bahías de Huatulco International Airport","MMBT"
"Bahrain International Airport","OBBI"
"Bahregan","OIBH"
"Baia Mare Airport","LRBM"
"Baidoa","HCMB"
"Baie Comeau Airport","CYBC"
"Baikal International Airport","UIUU"
"Bailes","7R9"
"Bailey","2TS8"
"Bailey","VT53"
"Bailey Air","LA04"
"Bailey Air","LS15"
"Baillif","TFFB"
"Baimuru","AYBA"
"Baindoung","AYBG"
"Baines","3MA2"
"Bains Private","20TS"
"Bains Sur Oust","LFER"
"Baird-Wolford","2II6"
"Bairnsdale","YBNS"
"Baisden","4OI9"
"Baise Airport","ZGBS"
"Baitadi","VNBT"
"Baixo Guandu","SNBG"
"Bajawa Airport","WATB"
"Bajhang","VNBG"
"Bajura","VNBR"
"Bakalalan Airport","WBGQ"
"Bakel","GOTB"
"Baker","0O2"
"Baker","32IS"
"Baker","PA75"
"Baker & Hall","77CL"
"Baker Airstrip","8OK2"
"Baker City Mun","KBKE"
"Baker Farm","21MO"
"Baker Field","8TN6"
"Baker Lake Airport","CYBK"
"Baker Mun","KBHK"
"Baker Ranches","05NV"
"Baker's Place","TX61"
"Baker-Sell","2PN5"
"Bakers Field","MI88"
"Bakersfield Municipal","L45"
"Bakkafjörður","BIBK"
"Bakke","61ND"
"Bakko Airstrip","NA99"
"Bakko Aviation","MN71"
"Bakouma","FEGM"
"Balakovo Airport","UWSB"
"Balalae Airport","AGGE"
"Balcanoona","YBLC"
"Balchik Air Base","LBWB"
"Bald Eagle Field","8OA7"
"Bald Knob Municipal","M74"
"Bald Mountain","ME14"
"Bald Mountain","OG45"
"Baldwin","MO39"
"Baldwin","WI14"
"Baldwin County Rgnl","KMLJ"
"Baldwin Municipal","7D3"
"Baler","RPUR"
"Balestas","LFIP"
"Balgo Hill","YBGO"
"Balhash Airport","UAAH"
"Balikesir ""Koca Seyit"" Airport","LTFD"
"Balimo","AYBM"
"Ball","5MS8"
"Ball","79NC"
"Ball Field","4IN5"
"Ballarat","YBLT"
"Ballenstedt","EDCB"
"Ballera","YLLE"
"Bally Spring Farm","PA35"
"Ballykelly","EGQB"
"Balmaceda Airport","SCBA"
"Balranald","YBRN"
"Balsas","SNBS"
"Balsdon","44CL"
"Balti Intl","LUBL"
"Baltimore/Washington Thurgood Marshall International Airport","KBWI"
"Baltrum","EDWZ"
"Balurghat","VEBG"
"Bam Airport","OIKM"
"Bamaga Airport","YNPE"
"Bamarni","ORBB"
"Bambari","FEFM"
"Bamberg County","99N"
"Bamberg-Breitenau","ETEJ"
"Bambouti","FEGB"
"Bamenda Airport","FKKV"
"Bamiyan Airport","OABN"
"Ban Farm","AL88"
"Banak Airport","ENNA"
"Bananera","MGBN"
"Banas Field","WA16"
"Bancroft","CT14"
"Bancroft East","4WI1"
"Bancroft Municipal","U51"
"Bandar Abbas International Airport","OIKB"
"Bandar Lengeh Airport","OIBL"
"Bandaranaike International Airport","VCBI"
"Bandel","22D"
"Bandera State","4W0"
"Banding Angung","WIPD"
"Bandit Field Airdrome","5D9"
"Bandmill Field","9IN4"
"Bandon State","S05"
"Bandundu","FZBO"
"Baneasa Airport","LRBS"
"Banff","CYBA"
"Banfora","DFOB"
"Bang Phra","VTBT"
"Banga","FZCI"
"Bangart Field","16MT"
"Bangassou","FEFG"
"Bangerter Field","70AK"
"Bangoka International Airport","FZIC"
"Bangombe","FOOD"
"Bangor International Airport","KBGR"
"Bangui Airport","FEFF"
"Banja Luka International Airport","LQBK"
"Banjul International Airport","GBYD"
"Banks","ME5"
"Banks Ranch","62AR"
"Bankstown","YSBK"
"Banning Mun","KBNG"
"Bannon Field","70KS"
"Bannu","OPBN"
"Bantayan Community","RPSB"
"Bantry","EIBN"
"Banyo","FKAB"
"Baoanying Airport","ZUZH"
"Baobab Plains","FLBP"
"Baoshan Airport","ZPBS"
"Baotou Donghe Airport","ZBOW"
"Bar 3 Ranch","0XA7"
"Bar C Ranch","54XS"
"Bar E","MT86"
"Bar Flying E","2WY8"
"Bar Lazy B","NE89"
"Bar River","CPF2"
"Bar S Ranch","9TX1"
"Bar Triangle","5TX1"
"Bar V K","T38"
"Baraboo Wisconsin Dells","KDLL"
"Baracoa","SKMG"
"Barakoma","AGBA"
"Baralande","GUOK"
"Baramita","SYBR"
"Barber","2D1"
"Barber","38MO"
"Barber","SD98"
"Barber Field","30SD"
"Barber Field","CO89"
"Barber Field","CYVC"
"Barberey","LFQB"
"Barbour Island","72GA"
"Barcaldine Airport","YBAR"
"Barcelona Airport","LEBL"
"Barcelos","SWBC"
"Barclaysville Field","NC44"
"Barcus Field","95OK"
"Bardera","HCMD"
"Bardufoss Airport","ENDU"
"Barefoot","02AA"
"Barham","01LA"
"Bari Karol Wojtyla Airport","LIBD"
"Barimunya Airport","YBRY"
"Barinas","SVOE"
"Barinas Airport","SVBI"
"Bario Airport","WBGZ"
"Barisal Airport","VGBR"
"Barker","WA07"
"Barker Creek Ranch Airstrip","NV31"
"Barker Strip","35WI"
"Barkley Regional Airport","KPAH"
"Barkly Downs","YBAW"
"Barlet's Base","MO33"
"Barnard","51KS"
"Barnaul ""Gherman Stepanovich Titov"" Airport","UNBB"
"Barnes","5MN5"
"Barnes","MD47"
"Barnes Air Field","65XA"
"Barnes Co Mun","KBAC"
"Barnes Farm","23KY"
"Barnes Farmland","PS43"
"Barnesville Municipal","9MN3"
"Barnesville-Bradfield","6G5"
"Barnhart","PS69"
"Barnstable Municipal Airport","KHYA"
"Barnstorm Field","1IL0"
"Barnstormer","TE99"
"Barnstormers 5","16MI"
"Barnwell Rgnl","KBNL"
"Barquisimeto Airport","SVBM"
"Barra","SNBX"
"Barra Airport","EGPR"
"Barra De Parismina","MRBP"
"Barra Del Colorado","MRBC"
"Barra do Corda","SNBC"
"Barra Do Garcas","SBBW"
"Barreiras Airport","SNBR"
"Barreirinhas","SBRR"
"Barren Creek Field","MD80"
"Barrett","MN18"
"Barrett Field","MS96"
"Barrhead","CEP3"
"Barriles","SCBE"
"Barringer Field","NC64"
"Barron","KDBN"
"Barron Aviation","MO11"
"Barron Municipal","9Y7"
"Barronena East","TS69"
"Barronena Ranch","03TE"
"Barrow County","KWDR"
"Barrow I","YBWX"
"Barrows","VA04"
"Barsalogho","DFCB"
"Barstool Ranch","51TE"
"Barstow","KIKW"
"Barstow Daggett","KDAG"
"Barten","WS55"
"Barter Island Airport","PABA"
"Barth","EDBH"
"Bartica A","SYBT"
"Bartlesville Mun","KBVO"
"Bartolomeu De Gusmao","SBAQ"
"Bartolomeu Lisandro Airport","SBCP"
"Barton Aerodrome","EGCB"
"Barton Hall Airfield","39MD"
"Barton Lake Ranch","OR08"
"Bartos Farm","47XS"
"Bartow Executive","KBOW"
"Bartsch","92PN"
"Baruun-Urt","ZMBU"
"Barwick Lafayette","9A5"
"Barysiai","EYSB"
"Baryulgil","YBYL"
"Basa Ab","RPUF"
"Basankusu","FZEN"
"Basco Airport","RPUO"
"Bascom Field","IA77"
"Base De Aviacao De Taubate","SBTA"
"Basham Field","66TN"
"Bashore","1OA1"
"Bashur Ab","ORBR"
"Basin City Airfield","97WA"
"Basin Creek","Z47"
"Basin Harbor","B06"
"Baskin","9TN7"
"Basongo","FZVR"
"Basrah International Airport","ORMM"
"Bass Aero","OK17"
"Bass Field","02AL"
"Bassano","CEN2"
"Bassel Al-Assad International Airport","OSLK"
"Bastia Poretta Airport","LFKB"
"Basting","3II3"
"Bastion","OAZI"
"Baswell","57AL"
"Bat Cave Field","TS55"
"Bata Airport","FGBT"
"Batagay Airport","UEBB"
"Batangafo","FEGF"
"Bates Airstrip","2MT0"
"Bates Field","CA06"
"Batesville","KHLB"
"Batesville Regl","KBVX"
"Bath Alum","9VA0"
"Batha","OEBT"
"Bathpalathang Airport","VQBT"
"Bathurst Airport","CZBF"
"Bathurst Airport","YBTH"
"Bathurst I","YBTI"
"Batie","DFCE"
"Batman Airport","LTCJ"
"Batna Airport","DABT"
"Batom","WAJG"
"Batouri","FKKI"
"Batsfjord Airport","ENBS"
"Battambang","VDBG"
"Batten","KRAC"
"Batticaloa Airport","VCCB"
"Battle Creek","WN46"
"Battle Creek Executive / W. K. Kellogg","KBTL"
"Battle Lake Municipal","00MN"
"Battle Mountain","KBAM"
"Battle Ridge Butte","ID51"
"Batu Licin Airport","WAOC"
"Batumi International Airport","UGSB"
"Batuna Aerodrome","AGBT"
"Baubau Airport","WAWB"
"Baublitz Commercial","9W8"
"Baucau","WPEC"
"Baudette Intl","KBDE"
"Bauerfield International Airport","NVVV"
"Baugher's Orchard","07MD"
"Baum","TA46"
"Baumann Farm Inc.","37WA"
"Baumholder Airbase","ETEK"
"Baures","SLBA"
"Bauru","SBBU"
"Bautzen","EDAB"
"Bawean","WARW"
"Baxley Mun","KBHC"
"Baxter County","KBPK"
"Bay Bridge","W29"
"Bay City Rgnl","KBYY"
"Bay Minette Municipal","1R8"
"Bayankhongor","ZMBH"
"Bayannur Tianjitai Airport","ZBYZ"
"Bayelsa","DNBY"
"Bayfield County","Y77"
"Bayley's Field","80ME"
"Baylie","66XS"
"Bayou Meadows","9LS1"
"Bayport Aerodrome","23N"
"Bayreuth","EDQD"
"Baytown","KHPY"
"Bayview Farms","WN51"
"Bazhong Enyang Airport","ZUBZ"
"Bb Airpark","TE88"
"Bea-D","7OI5"
"Beach","20U"
"Beach","KFPK"
"Beach City","2D7"
"Beach Ranch","2TE7"
"Beagle Sky Ranch","OR96"
"Beam Farms","OI85"
"Beaman","9SD7"
"Bean Lake","8MO7"
"Bear Air","ID96"
"Bear Cove Farm","46AK"
"Bear Creek 1","AK02"
"Bear Creek 3","Z48"
"Bear Creek Ranch","5TS8"
"Bear Lake County","1U7"
"Bear Pen","NC43"
"Bear River Field","VG54"
"Bear Trap","1U0"
"Bear Valley Skyranch","WN47"
"Bear Valley STOLport","73CA"
"Bearce","7M3"
"Bearden Private","3OK5"
"Bearpaw","18ND"
"Bearskin Lake Airport","CNE3"
"Beas De Segura","LEBE"
"Beatrice Mun","KBIE"
"Beatty","KBTY"
"Beaufort Exec","KARW"
"Beaugh","9CO7"
"Beaumont Hotel","07S"
"Beaumont Mun","KBMT"
"Beauregard Regl","KDRI"
"Beauvais Tille Airport","LFOB"
"Beaux Ranch Field","1ID3"
"Beaven Field","88MD"
"Beaver Airport","PAWB"
"Beaver Co","KBVI"
"Beaver Creek","CYXQ"
"Beaver I","KSJX"
"Beaver Landing","6NE3"
"Beaver Marsh State","2S2"
"Beaver Municipal","K44"
"Beaver Municipal","U52"
"Beaver Oaks","OR66"
"Beaverbrook Aerodrome","10GA"
"Beaverhead Airstrip","13NM"
"Beaverlodge","CEU2"
"Bebedouro","SDBB"
"Bebi Airstrip","DNBB"
"Beccles","EGSM"
"Bechar Airport","DAOR"
"Beck","34IA"
"Beck Field","GA92"
"Becker Field","59AS"
"Becker's Landing","WN18"
"Beckerman Field","5LL0"
"Beckner Field","MO15"
"Becks Grove","K16"
"Bedford","EGBF"
"Bedford County","KHMZ"
"Bedford Downs","YBDF"
"Bedford Municipal","Y46"
"Bednary","EPPB"
"Bedourie Airport","YBIE"
"Bedson's Land Base","52NY"
"Bee Creek","34TE"
"Bee Field","24CT"
"Beech Factory","KBEC"
"Beech Hill","04ME"
"Beech River Regl","KPVE"
"Beeds Lake","IA31"
"Beer","02WI"
"Beer Sheba Teiman","LLBS"
"Beers Farm","PN73"
"Beets","9MS9"
"Beeville Mun","KBEA"
"Beggs Ranch","1TX3"
"Beggs Ranch","9TX6"
"Beggs Ranch/Aledo/","TX15"
"Begishevo Airport","UWKE"
"Behala","VEBA"
"Beica","HABE"
"Beidaihe Airport","ZBDH"
"Beihai Fucheng Airport","ZGBH"
"Beihan","OYBN"
"Beijing Capital International Airport","ZBAA"
"Beijing Daxing International Airport","ZBAD"
"Beira Airport","FQBR"
"Beirut-Rafic Hariri International Airport","OLBA"
"Beiseker","CFV2"
"Beiter","96VE"
"Beja Ab","LPBJ"
"Bejaia Airport","DAAE"
"Bekescsaba","LHBC"
"Bekily","FMSL"
"Bel Bek","UKFB"
"Bel-Voir Acres","MO04"
"Bela Vista","SSBV"
"Belaga","WBGC"
"Belaya","UIIB"
"Belcher Airpatch","0LA3"
"Belcher Regional","57KY"
"Belem De Sao Francisco","SNFR"
"Belem Novo","SSBN"
"Belém/Val de Cans ""Júlio Cezar Ribeiro"" International Airport","SBBE"
"Belen Regl","KBRG"
"Belfair","DE32"
"Belfast International Airport","EGAA"
"Belfast Mun","KBST"
"Belforest Field","54AL"
"Belgorod Airport","UUOB"
"Belgrade Nikola Tesla Airport","LYBE"
"Bell","MD12"
"Bell Airfield","XS56"
"Bell Island","CCV4"
"Bell Mountain","08NR"
"Bell Ranch Headquarters","NM33"
"Bell Ranch Waggoner","NM32"
"Bell Strip","1NC4"
"Bell's Branch","SC91"
"Bella Bella Airport","CBBC"
"Bella Coola Airport","CYBD"
"Bella Vista Field","AR09"
"Bella Vista Ranch","9TS3"
"Bellamy Farm","27KS"
"Bellary","VOBI"
"Belle Fourche Mun","KEFC"
"Belle Glade State Municipal","X10"
"Belle Plaine Farms","SN10"
"Belle Plaine Mun","KTZT"
"Bellefontaine Regl","KEDJ"
"Bellefonte","N96"
"Belleview Landing","45OK"
"Belleville","43G"
"Belleville (Johnston)","71MI"
"Belleville Mun","KRPB"
"Bellevue","LFQF"
"Bellevue","YBLU"
"Bellevue Farms","59IA"
"Bellingham Airport","KBLI"
"Bellmore Farms","1CO3"
"Bellona Airport","AGGB"
"Belluno","LIDB"
"Bellvue Flying Circus","15IA"
"Bellwood Field","TN49"
"Belmond Municipal","Y48"
"Belmont","LFIF"
"Belmont Farm","88VA"
"Belmonte","SNBL"
"Belmullet Aerodrome","EIBT"
"Belo Horizonte ""Tancredo de Almeida Neves"" International Airport","SBCF"
"Belo Horizonte–Pampulha ""Carlos Drummond de Andrade"" Airport","SBBH"
"Belo Jardim","SNBJ"
"Beloit","44C"
"Beloretsk","UWUB"
"Beloyarsky Airport","USHQ"
"Beltzville","14N"
"Beluga","PABG"
"Belzoni Municipal","1M2"
"Bemaroy","8XS0"
"Bembridge","EGHJ"
"Bemichi","SYBE"
"Bemidji Regional Airport","KBJI"
"Ben Emge","2IL7"
"Ben Gurion International Airport","LLBG"
"Ben Sutherland","WI33"
"Benabarre","LENA"
"Benalla","YBLA"
"Benbecula Airport","EGPL"
"Benchmark","3U7"
"Bend Mun","KBDN"
"Bender","9OA9"
"Bendigo","74N"
"Bendigo","YBDG"
"Benedick","AL37"
"Bengbu Tenghu Airport","ZSBB"
"Benger Air Park","X54"
"Bengkulu Airport","WIGG"
"Benham","73IN"
"Beni Airport","FZNP"
"Beni Mellal Airport","GMMD"
"Benin City Airport","DNBE"
"Benina International Airport","HLLB"
"Benito Juárez International Airport","MMMX"
"Benito Salas Airport","SKNV"
"Benjamin Franklin","59TX"
"Benjamin Rivera Noriega Airport","TJCP"
"Benjina","WAPK"
"Bennet Field","WI67"
"Bennett","1N5"
"Bennetts","0NY0"
"Benny White Flying","XA77"
"Beno","FZBE"
"Benoit","IL78"
"Benoit Airfield","77AR"
"Bens Ranch","ID31"
"Benslimane","GMMB"
"Benson","31AZ"
"Benson","6MN9"
"Benson Airstrip","2XS8"
"Benson Mun","KBBB"
"Benson Municipal","E95"
"Bent Hickory Air Ranch","0AR3"
"Bent Nail Ranch","7KS4"
"Bent Willies","52FA"
"Bent-Wing","59NY"
"Bentlage","ETHE"
"Benton","PA40"
"Benton County","0M4"
"Benton Farm","74NC"
"Benton Field","O85"
"Benton Municipal","H96"
"Bentonville Mun Thaden","KVBT"
"Bequia","TVSB"
"Berbera Airport","HCMI"
"Berberati","FEFT"
"Berdick Field","0NK0"
"Berdyansk","UKDB"
"Berens River Airport","CYBV"
"Berezovo Airport","USHB"
"Berg Field","72ND"
"Berg Field","OH98"
"Berg Strip","4NA5"
"Bergen Airport","ENBR"
"Bergs","6II7"
"Bergseth Field","WN76"
"Berim","FTTL"
"Beringin","WAOM"
"Berkeley Co","KMKS"
"Berkley Ranch","TT75"
"Berlevag Airport","ENBV"
"Berlin Brandenburg Airport","EDDB"
"Berlin Field","31WN"
"Berlin Regl","KBML"
"Berlin Tegel Airport","EDDT"
"Berlin-Tempelhof International","EDDI"
"Bermejo","SLBJ"
"Bermuda Dunes","KUDD"
"Bermudian Valley Airpark","07N"
"Bern Airport","LSZB"
"Bernadt","NE20"
"Bernard US Forest Service","U54"
"Bernay – St Martin","LFPD"
"Bernice","HEBR"
"Bernie's","OA10"
"Berns","IL81"
"Bero Field","30OR"
"Berre La Fare","LFNR"
"Berrien County","4J2"
"Berry","2TX5"
"Berry Field","1AL5"
"Berry Field","2IN9"
"Berry Hill","7GA7"
"Berryvale","VA30"
"Bert Mooney Airport","KBTM"
"Bertani Ranch","23TS"
"Bertoua","FKKO"
"Beru Airport","NGBR"
"Berwick","3KS7"
"Beryl Junction","UT82"
"Besalampy","FMNQ"
"Besch","IA18"
"Beslan Airport","URMO"
"Bessemer","KEKY"
"Betare-Oya","FKAO"
"Betera","LEBT"
"Bethany Airpark","8NK4"
"Bethany Memorial","75K"
"Bethel Airport","PABE"
"Bethel Regional","0B1"
"Bethlehem","FABM"
"Betioky","FMSV"
"Betoota","YBEO"
"Betou","FCOT"
"Betsie River Airstrip","23MI"
"Bettles Airport","PABT"
"Betz","44G"
"Beulah","45XA"
"Beulah","95D"
"Beulah Land Farm","60IL"
"Beverley Springs","YBYS"
"Beverlo","EBLE"
"Beverly","MD57"
"Beverly Mun","KBVY"
"Beziers Cap d'Agde Airport","LFMU"
"Bezmer Air Base","LBIA"
"Bezymyanka","UWWG"
"Bfs","TE70"
"Bfs West","TA20"
"Bhadrapur Airport","VNCG"
"Bhagatanwala","OPBG"
"Bhairawa Airport","VNBW"
"Bhamo Airport","VYBM"
"Bharatpur Airport","VNBP"
"Bhavnagar Airport","VABV"
"BHH Aviation","38NC"
"Bhisho","FABE"
"Bhojpur","VNBJ"
"Bhopal Airport","VABP"
"Bhuj Airport","VABJ"
"Bhuntar Airport","VIBR"
"Biala Podlaska","EPBP"
"Biarritz Pays Basque Airport","LFBZ"
"Bibanga","FZWB"
"Bibb County","0A8"
"Biberach An Der Riss","EDMB"
"Bickel","3LL6"
"Bicol International Airport","RPLK"
"Biddeford Municipal","B19"
"Bieber Field","4OH3"
"Bielefeld","EDLI"
"Big 't'","64GA"
"Big Andy","7WA0"
"Big Bar Usfs","1DA"
"Big Bear City","L35"
"Big Bell","YBBE"
"Big Bend Ranch State Park","3T9"
"Big Bend Valley","70TT"
"Big Chino Airstrip","AZ09"
"Big Creek","U60"
"Big Creek Flying Ranch","GA18"
"Big Creek Ranch Airstrip","OK88"
"Big Cypress Airfield","59FD"
"Big Cypress Ranch Airfield","FA02"
"Big Falls Municipal","7Y9"
"Big Foot Airfield","7V3"
"Big Hill","44VA"
"Big Horn County","00U"
"Big Island","ID29"
"Big Lake","PAGQ"
"Big Mountain","PABM"
"Big Muddy Ranch","2OR1"
"Big Oak Farm","1MD1"
"Big Oaks Ranch","6FD2"
"Big River Airpark","5AL5"
"Big Sandy","3U8"
"Big Sandy","AZ71"
"Big Sandy Airpark","39TN"
"Big Sandy Landing","82NR"
"Big Sandy Regl","KSJS"
"Big Sky","AL93"
"Big Sky Field","S85"
"Big Southern Butte","U46"
"Big Spring Mc Mahon-Wrinkle","KBPG"
"Big Springs Ranch","AZ27"
"Big T","80TN"
"Big Tank Ranch","76TE"
"Big Timber At Howard Field","6S0"
"Big Trout Lake Airport","CYTL"
"Big View","CO67"
"Bigfoot Turf","CO70"
"Bigfork Mun","KFOZ"
"Biggar","CJF8"
"Bigger (Stol) STOLport","33KY"
"Biggin Hill Airpark","TA67"
"Biggs Skypatch","43OK"
"Bighorn Airpark","ID83"
"Bijou Springs Ranch","2CD3"
"Biju Patnaik Airport","VEBS"
"Bikaner Airport","VIBK"
"Bilaspur","VEBU"
"Bilbao Airport","LEBB"
"Bildudalur","BIBD"
"Bilene","FQBI"
"Biliran Natl","RPVQ"
"Bill Lee Memorial","MO18"
"Billiluna","YBIL"
"Billings Flying Service","63MT"
"Billings Logan International Airport","KBIL"
"Billund Airport","EKBI"
"Billy Bishop Reg L","CYOS"
"Billy Bishop Toronto City Airport","CYTZ"
"Billy Free Municipal","0M0"
"Billy Joe","37CA"
"Bilorai","WAYB"
"Biltine","FTTE"
"Bimini International Airport","MYBS"
"Bindja","FZBQ"
"Bingol Airport","LTCU"
"Bintulu Airport","WBGB"
"Biplane Ranch","NM02"
"Bir Moghrein","GQPT"
"Birao","FEFI"
"Biratnagar Airport","VNVT"
"Birch Creek","WS43"
"Birch Creek Airport","Z91"
"Birch Creek Landing","51AK"
"Birch Creek Plantation","3VG9"
"Birch Hills","CJD3"
"Birchfield Ranch","XA44"
"Birchip","YBIR"
"Birchwater","AK85"
"Birchwood","PABV"
"Bird Dog Airfield","E58"
"Bird Dog Landing","64XA"
"Bird Field","2MO1"
"Bird Field","FA11"
"Bird Island","FSSB"
"Bird Nest","4MS5"
"Bird Nr 2","ID19"
"Birdsville Airport","YBDV"
"Birdwin","7LA1"
"Birjand Airport","OIMB"
"Birk","4TX4"
"Birkey Private","3II8"
"Birmingham Airport","EGBB"
"Birmingham–Shuttlesworth International Airport","KBHM"
"Birrfeld","LSZF"
"Birsa Munda Airport","VERC"
"Bisbee Douglas Intl","KDUG"
"Bisbee Municipal","KP04"
"Bisbee Municipal","P04"
"Bisha Airport","OEBH"
"Bishkek/Kant","UCFW"
"Bishman","90MN"
"Bishop","76T"
"Bishop","KBIH"
"Bishop Field","68TS"
"Bishop International Airport","KFNT"
"Bishop's Landing","89MO"
"Bishop's Landing","T80"
"Bishop-Windham","07R"
"Biskra Airport","DAUB"
"Bislig","RPMF"
"Bismarck Memorial","H57"
"Bismarck Municipal Airport","KBIS"
"Bison Hill","80OK"
"Bison Municipal","6V5"
"Bitam","FOOB"
"Bitburg","EDRB"
"Bittencourt","SWJP"
"Bitterwasser","FYBJ"
"Bivins","GA47"
"Bizant","YBIZ"
"Bjorli","ENLB"
"Black","9IL7"
"Black Bridge","5VG1"
"Black Bull Spring Ranch","OR16"
"Black Butte North","BB0"
"Black Butte Ranch","0ID4"
"Black Creek Pass","FA25"
"Black Diamond","12WY"
"Black Diamond","95WA"
"Black Dog Farm","WS76"
"Black Hills Flyway","SD27"
"Black Hills-Clyde Ice Field","KSPF"
"Black I Ranch","8OK4"
"Black Landing Field","PA44"
"Black Otter","9WI1"
"Black Point","MYEB"
"Black Rapids","5BK"
"Black River Falls Area","KBCK"
"Black River Ranch","1MI3"
"Black Rock","32PN"
"Black Rock","KZUN"
"Black Rock City","88NV"
"Black Spruce","AK89"
"Black'S Airfield","41ID"
"Blackacre Farm","OI69"
"Blackall Airport","YBCK"
"Blackburn","WI98"
"Blackbushe","EGLK"
"Blackhawk","6MO0"
"Blackhawk","81KS"
"Blackhawk","IN39"
"Blackhawk Airfield","87Y"
"Blackhawk Farms Inc","LL89"
"Blackhawk Field","NR72"
"Blackhawk Island","1WI9"
"Blackinton","2CA4"
"Blackpool Airport","EGNH"
"Blackstone Airport","YBSR"
"Blackstone Army Airfield / Allen C. Perkinson","KBKT"
"Blackwater","YBTR"
"Blackwater Airfield","8FD3"
"Blackwater Airstrip","NC61"
"Blackwood Airpark","TX46"
